,open time,close,volumn,SMA 7,SMA 25,SMA 99,EMA 7,EMA 25,EMA 99,bband upper,bband middle,bband lower,ADX 14,K,D,J,MOM 7,MOM 25,MOM 99,WMA 7,WMA 25,WMA 99,RSI 6,RSI 12,RSI 24,STCK 10,STCD 7,LWR 14,AD,CCI 14
505,2022-05-29 13:05:00,"[29146.298,29496.816]","[7.434,425.438]","[29172.436,29507.911]","[29153.778,29480.673]","[28839.224,29142.233]","[29169.545,29503.026]","[29161.225,29481.738]","[29127.855,29429.694]","[29240.477,29590.635]","[29178.513,29511.085]","[29106.241,29432.706]","[51.284,57.32]","[40.649,49.494]","[49.836,57.921]","[20.86,34.704]","[-66.552,66.625]","[33.965,266.496]","[59.984,435.663]","[29169.314,29506.83]","[29167.383,29491.337]","[29145.756,29449.435]","[43.068,52.157]","[54.042,61.825]","[59.661,65.892]","[20.0,30.0]","[49.132,57.79]","[-50.0,-40.0]","[664.902,1537.505]","[57.507,131.241]"
506,2022-05-29 13:10:00,"[29146.298,29496.816]","[7.434,425.438]","[29172.436,29507.911]","[29153.778,29480.673]","[28839.224,29142.233]","[29169.545,29503.026]","[29161.225,29481.738]","[29127.855,29429.694]","[29240.477,29590.635]","[29178.513,29511.085]","[29106.241,29432.706]","[51.284,57.32]","[31.804,40.649]","[41.751,49.836]","[-6.83,7.015]","[-66.552,66.625]","[33.965,266.496]","[59.984,435.663]","[29169.314,29506.83]","[29167.383,29491.337]","[29145.756,29449.435]","[33.979,43.068]","[46.259,54.042]","[53.43,59.661]","[0.0,10.0]","[40.474,49.132]","[-60.0,-50.0]","[664.902,1537.505]","[-89.962,-16.228]"
507,2022-05-29 13:15:00,"[29146.298,29496.816]","[7.434,425.438]","[29172.436,29507.911]","[29153.778,29480.673]","[28839.224,29142.233]","[29169.545,29503.026]","[29161.225,29481.738]","[29127.855,29429.694]","[29240.477,29590.635]","[29178.513,29511.085]","[29106.241,29432.706]","[45.248,51.284]","[22.96,31.804]","[33.666,41.751]","[-6.83,7.015]","[-66.552,66.625]","[33.965,266.496]","[59.984,435.663]","[29169.314,29506.83]","[29167.383,29491.337]","[29145.756,29449.435]","[43.068,52.157]","[54.042,61.825]","[53.43,59.661]","[10.0,20.0]","[40.474,49.132]","[-90.0,-80.0]","[664.902,1537.505]","[-163.697,-89.962]"
508,2022-05-29 13:20:00,"[29146.298,29496.816]","[7.434,425.438]","[29172.436,29507.911]","[29153.778,29480.673]","[28839.224,29142.233]","[29169.545,29503.026]","[29161.225,29481.738]","[29127.855,29429.694]","[29240.477,29590.635]","[29178.513,29511.085]","[29106.241,29432.706]","[45.248,51.284]","[14.115,22.96]","[33.666,41.751]","[-6.83,7.015]","[-66.552,66.625]","[33.965,266.496]","[59.984,435.663]","[29169.314,29506.83]","[29167.383,29491.337]","[29145.756,29449.435]","[43.068,52.157]","[54.042,61.825]","[53.43,59.661]","[10.0,20.0]","[31.817,40.474]","[-90.0,-80.0]","[664.902,1537.505]","[-89.962,-16.228]"
509,2022-05-29 13:25:00,"[29146.298,29496.816]","[7.434,425.438]","[29172.436,29507.911]","[29153.778,29480.673]","[28839.224,29142.233]","[29169.545,29503.026]","[29161.225,29481.738]","[29127.855,29429.694]","[29240.477,29590.635]","[29178.513,29511.085]","[29106.241,29432.706]","[45.248,51.284]","[22.96,31.804]","[25.58,33.666]","[7.015,20.86]","[-66.552,66.625]","[33.965,266.496]","[59.984,435.663]","[29169.314,29506.83]","[29167.383,29491.337]","[29145.756,29449.435]","[52.157,61.246]","[54.042,61.825]","[59.661,65.892]","[30.0,40.0]","[23.159,31.817]","[-70.0,-60.0]","[664.902,1537.505]","[-16.228,57.507]"
510,2022-05-29 13:30:00,"[29146.298,29496.816]","[7.434,425.438]","[29172.436,29507.911]","[29153.778,29480.673]","[28839.224,29142.233]","[29169.545,29503.026]","[29161.225,29481.738]","[29127.855,29429.694]","[29240.477,29590.635]","[29178.513,29511.085]","[29106.241,29432.706]","[45.248,51.284]","[22.96,31.804]","[25.58,33.666]","[7.015,20.86]","[-66.552,66.625]","[33.965,266.496]","[59.984,435.663]","[29169.314,29506.83]","[29167.383,29491.337]","[29145.756,29449.435]","[43.068,52.157]","[54.042,61.825]","[53.43,59.661]","[20.0,30.0]","[23.159,31.817]","[-80.0,-70.0]","[664.902,1537.505]","[-16.228,57.507]"
511,2022-05-29 13:35:00,"[29146.298,29496.816]","[7.434,425.438]","[29172.436,29507.911]","[29153.778,29480.673]","[28839.224,29142.233]","[29169.545,29503.026]","[29161.225,29481.738]","[29127.855,29429.694]","[29240.477,29590.635]","[29178.513,29511.085]","[29106.241,29432.706]","[45.248,51.284]","[22.96,31.804]","[25.58,33.666]","[20.86,34.704]","[-66.552,66.625]","[33.965,266.496]","[59.984,435.663]","[29169.314,29506.83]","[29167.383,29491.337]","[29145.756,29449.435]","[52.157,61.246]","[54.042,61.825]","[59.661,65.892]","[30.0,40.0]","[14.501,23.159]","[-70.0,-60.0]","[664.902,1537.505]","[-16.228,57.507]"
512,2022-05-29 13:40:00,"[29146.298,29496.816]","[7.434,425.438]","[29172.436,29507.911]","[29153.778,29480.673]","[28839.224,29142.233]","[29169.545,29503.026]","[29161.225,29481.738]","[29127.855,29429.694]","[29240.477,29590.635]","[29178.513,29511.085]","[29106.241,29432.706]","[45.248,51.284]","[31.804,40.649]","[25.58,33.666]","[34.704,48.549]","[-66.552,66.625]","[33.965,266.496]","[59.984,435.663]","[29169.314,29506.83]","[29167.383,29491.337]","[29145.756,29449.435]","[52.157,61.246]","[54.042,61.825]","[59.661,65.892]","[40.0,50.0]","[23.159,31.817]","[-60.0,-50.0]","[664.902,1537.505]","[-16.228,57.507]"
513,2022-05-29 13:45:00,"[29146.298,29496.816]","[7.434,425.438]","[29172.436,29507.911]","[29153.778,29480.673]","[28839.224,29142.233]","[29169.545,29503.026]","[29161.225,29481.738]","[29127.855,29429.694]","[29240.477,29590.635]","[29178.513,29511.085]","[29106.241,29432.706]","[45.248,51.284]","[22.96,31.804]","[25.58,33.666]","[7.015,20.86]","[-66.552,66.625]","[33.965,266.496]","[59.984,435.663]","[29169.314,29506.83]","[29167.383,29491.337]","[29145.756,29449.435]","[33.979,43.068]","[46.259,54.042]","[53.43,59.661]","[10.0,20.0]","[23.159,31.817]","[-90.0,-80.0]","[664.902,1537.505]","[-89.962,-16.228]"
514,2022-05-29 13:50:00,"[29146.298,29496.816]","[7.434,425.438]","[29172.436,29507.911]","[29153.778,29480.673]","[28839.224,29142.233]","[29169.545,29503.026]","[29161.225,29481.738]","[29127.855,29429.694]","[29240.477,29590.635]","[29178.513,29511.085]","[29106.241,29432.706]","[45.248,51.284]","[14.115,22.96]","[25.58,33.666]","[-6.83,7.015]","[-66.552,66.625]","[33.965,266.496]","[59.984,435.663]","[29169.314,29506.83]","[29167.383,29491.337]","[29145.756,29449.435]","[33.979,43.068]","[46.259,54.042]","[53.43,59.661]","[0.0,10.0]","[23.159,31.817]","[-100.0,-90.0]","[664.902,1537.505]","[-163.697,-89.962]"
515,2022-05-29 13:55:00,"[29146.298,29496.816]","[7.434,425.438]","[29172.436,29507.911]","[29153.778,29480.673]","[28839.224,29142.233]","[29169.545,29503.026]","[29161.225,29481.738]","[29127.855,29429.694]","[29240.477,29590.635]","[29178.513,29511.085]","[29106.241,29432.706]","[45.248,51.284]","[14.115,22.96]","[17.495,25.58]","[7.015,20.86]","[-66.552,66.625]","[33.965,266.496]","[59.984,435.663]","[29169.314,29506.83]","[29167.383,29491.337]","[29145.756,29449.435]","[33.979,43.068]","[46.259,54.042]","[53.43,59.661]","[20.0,30.0]","[23.159,31.817]","[-90.0,-80.0]","[664.902,1537.505]","[-163.697,-89.962]"
516,2022-05-29 14:00:00,"[29146.298,29496.816]","[7.434,425.438]","[29172.436,29507.911]","[29153.778,29480.673]","[28839.224,29142.233]","[29169.545,29503.026]","[29161.225,29481.738]","[29127.855,29429.694]","[29240.477,29590.635]","[29178.513,29511.085]","[29106.241,29432.706]","[39.212,45.248]","[14.115,22.96]","[17.495,25.58]","[-6.83,7.015]","[-66.552,66.625]","[33.965,266.496]","[59.984,435.663]","[29169.314,29506.83]","[29167.383,29491.337]","[29145.756,29449.435]","[33.979,43.068]","[46.259,54.042]","[53.43,59.661]","[0.0,10.0]","[14.501,23.159]","[-100.0,-90.0]","[664.902,1537.505]","[-163.697,-89.962]"
517,2022-05-29 14:05:00,"[29146.298,29496.816]","[7.434,425.438]","[29172.436,29507.911]","[29153.778,29480.673]","[28839.224,29142.233]","[29169.545,29503.026]","[29161.225,29481.738]","[29127.855,29429.694]","[29240.477,29590.635]","[29178.513,29511.085]","[29106.241,29432.706]","[39.212,45.248]","[5.27,14.115]","[17.495,25.58]","[-6.83,7.015]","[-66.552,66.625]","[33.965,266.496]","[59.984,435.663]","[29169.314,29506.83]","[29167.383,29491.337]","[29145.756,29449.435]","[33.979,43.068]","[46.259,54.042]","[47.199,53.43]","[0.0,10.0]","[14.501,23.159]","[-100.0,-90.0]","[664.902,1537.505]","[-163.697,-89.962]"
