,open time,close,volumn,SMA 7,SMA 25,SMA 99,EMA 7,EMA 25,EMA 99,bband upper,bband middle,bband lower,ADX 14,K,D,J,MOM 7,MOM 25,MOM 99,WMA 7,WMA 25,WMA 99,RSI 6,RSI 12,RSI 24,STCK 10,STCD 7,LWR 14,AD,CCI 14
792,2022-05-30 13:00:00,"[30197.852,30548.37]","[7.434,425.438]","[30178.863,30514.339]","[30461.356,30788.251]","[30354.27,30657.279]","[30503.47,30836.951]","[30443.276,30763.788]","[30335.211,30637.05]","[30641.109,30991.267]","[30508.803,30841.376]","[30085.636,30412.101]","[9.032,15.068]","[22.96,31.804]","[25.58,33.666]","[20.86,34.704]","[-66.552,66.625]","[-198.566,33.965]","[59.984,435.663]","[30181.86,30519.375]","[30463.197,30787.151]","[30360.471,30664.149]","[33.979,43.068]","[38.476,46.259]","[40.968,47.199]","[20.0,30.0]","[23.159,31.817]","[-80.0,-70.0]","[2410.107,3282.71]","[-89.962,-16.228]"
793,2022-05-30 13:05:00,"[30197.852,30548.37]","[7.434,425.438]","[30178.863,30514.339]","[30461.356,30788.251]","[30354.27,30657.279]","[30503.47,30836.951]","[30443.276,30763.788]","[30335.211,30637.05]","[30290.951,30641.109]","[30176.231,30508.803]","[30085.636,30412.101]","[9.032,15.068]","[22.96,31.804]","[25.58,33.666]","[20.86,34.704]","[-66.552,66.625]","[-198.566,33.965]","[59.984,435.663]","[30181.86,30519.375]","[30463.197,30787.151]","[30360.471,30664.149]","[33.979,43.068]","[38.476,46.259]","[40.968,47.199]","[10.0,20.0]","[23.159,31.817]","[-90.0,-80.0]","[2410.107,3282.71]","[-89.962,-16.228]"
794,2022-05-30 13:10:00,"[30197.852,30548.37]","[7.434,425.438]","[30178.863,30514.339]","[30461.356,30788.251]","[30354.27,30657.279]","[30169.989,30503.47]","[30443.276,30763.788]","[30335.211,30637.05]","[30290.951,30641.109]","[30176.231,30508.803]","[30085.636,30412.101]","[9.032,15.068]","[14.115,22.96]","[25.58,33.666]","[7.015,20.86]","[-199.729,-66.552]","[-431.097,-198.566]","[-315.695,59.984]","[30181.86,30519.375]","[30463.197,30787.151]","[30360.471,30664.149]","[24.89,33.979]","[30.694,38.476]","[34.737,40.968]","[0.0,10.0]","[14.501,23.159]","[-100.0,-90.0]","[2410.107,3282.71]","[-163.697,-89.962]"
795,2022-05-30 13:15:00,"[30197.852,30548.37]","[7.434,425.438]","[30178.863,30514.339]","[30461.356,30788.251]","[30354.27,30657.279]","[30169.989,30503.47]","[30443.276,30763.788]","[30335.211,30637.05]","[30290.951,30641.109]","[30176.231,30508.803]","[30085.636,30412.101]","[15.068,21.104]","[5.27,14.115]","[17.495,25.58]","[-6.83,7.015]","[-199.729,-66.552]","[-431.097,-198.566]","[-315.695,59.984]","[30181.86,30519.375]","[30463.197,30787.151]","[30360.471,30664.149]","[15.801,24.89]","[22.911,30.694]","[34.737,40.968]","[0.0,10.0]","[14.501,23.159]","[-100.0,-90.0]","[2410.107,3282.71]","[-163.697,-89.962]"
796,2022-05-30 13:20:00,"[30197.852,30548.37]","[425.438,843.443]","[30178.863,30514.339]","[30461.356,30788.251]","[30354.27,30657.279]","[30169.989,30503.47]","[30443.276,30763.788]","[30335.211,30637.05]","[30290.951,30641.109]","[30176.231,30508.803]","[30085.636,30412.101]","[15.068,21.104]","[14.115,22.96]","[17.495,25.58]","[7.015,20.86]","[-199.729,-66.552]","[-431.097,-198.566]","[-315.695,59.984]","[30181.86,30519.375]","[30463.197,30787.151]","[30360.471,30664.149]","[33.979,43.068]","[30.694,38.476]","[34.737,40.968]","[20.0,30.0]","[14.501,23.159]","[-90.0,-80.0]","[2410.107,3282.71]","[-163.697,-89.962]"
797,2022-05-30 13:25:00,"[30197.852,30548.37]","[7.434,425.438]","[30178.863,30514.339]","[30461.356,30788.251]","[30354.27,30657.279]","[30169.989,30503.47]","[30443.276,30763.788]","[30335.211,30637.05]","[30290.951,30641.109]","[30176.231,30508.803]","[30085.636,30412.101]","[15.068,21.104]","[14.115,22.96]","[17.495,25.58]","[20.86,34.704]","[-199.729,-66.552]","[-431.097,-198.566]","[-315.695,59.984]","[30181.86,30519.375]","[30463.197,30787.151]","[30360.471,30664.149]","[33.979,43.068]","[30.694,38.476]","[34.737,40.968]","[20.0,30.0]","[14.501,23.159]","[-90.0,-80.0]","[2410.107,3282.71]","[-163.697,-89.962]"
798,2022-05-30 13:30:00,"[30197.852,30548.37]","[7.434,425.438]","[30178.863,30514.339]","[30461.356,30788.251]","[30354.27,30657.279]","[30169.989,30503.47]","[30443.276,30763.788]","[30335.211,30637.05]","[30290.951,30641.109]","[30176.231,30508.803]","[30085.636,30412.101]","[15.068,21.104]","[22.96,31.804]","[17.495,25.58]","[20.86,34.704]","[-199.729,-66.552]","[-431.097,-198.566]","[-315.695,59.984]","[30181.86,30519.375]","[30463.197,30787.151]","[30360.471,30664.149]","[33.979,43.068]","[38.476,46.259]","[40.968,47.199]","[30.0,40.0]","[14.501,23.159]","[-80.0,-70.0]","[2410.107,3282.71]","[-89.962,-16.228]"
799,2022-05-30 13:35:00,"[30197.852,30548.37]","[7.434,425.438]","[30178.863,30514.339]","[30461.356,30788.251]","[30354.27,30657.279]","[30169.989,30503.47]","[30443.276,30763.788]","[30335.211,30637.05]","[30290.951,30641.109]","[30176.231,30508.803]","[30085.636,30412.101]","[15.068,21.104]","[31.804,40.649]","[25.58,33.666]","[34.704,48.549]","[-199.729,-66.552]","[-431.097,-198.566]","[59.984,435.663]","[30181.86,30519.375]","[30463.197,30787.151]","[30360.471,30664.149]","[43.068,52.157]","[38.476,46.259]","[40.968,47.199]","[40.0,50.0]","[14.501,23.159]","[-60.0,-50.0]","[2410.107,3282.71]","[-89.962,-16.228]"
800,2022-05-30 13:40:00,"[30197.852,30548.37]","[7.434,425.438]","[30178.863,30514.339]","[30461.356,30788.251]","[30354.27,30657.279]","[30169.989,30503.47]","[30443.276,30763.788]","[30335.211,30637.05]","[30290.951,30641.109]","[30176.231,30508.803]","[30085.636,30412.101]","[15.068,21.104]","[31.804,40.649]","[25.58,33.666]","[48.549,62.394]","[-66.552,66.625]","[-431.097,-198.566]","[-315.695,59.984]","[30181.86,30519.375]","[30139.244,30463.197]","[30360.471,30664.149]","[43.068,52.157]","[38.476,46.259]","[40.968,47.199]","[40.0,50.0]","[23.159,31.817]","[-60.0,-50.0]","[2410.107,3282.71]","[-16.228,57.507]"
801,2022-05-30 13:45:00,"[30197.852,30548.37]","[7.434,425.438]","[30178.863,30514.339]","[30461.356,30788.251]","[30354.27,30657.279]","[30169.989,30503.47]","[30443.276,30763.788]","[30335.211,30637.05]","[30290.951,30641.109]","[30176.231,30508.803]","[30085.636,30412.101]","[21.104,27.14]","[40.649,49.494]","[33.666,41.751]","[62.394,76.239]","[-66.552,66.625]","[-431.097,-198.566]","[-315.695,59.984]","[30181.86,30519.375]","[30139.244,30463.197]","[30360.471,30664.149]","[43.068,52.157]","[38.476,46.259]","[40.968,47.199]","[40.0,50.0]","[31.817,40.474]","[-60.0,-50.0]","[2410.107,3282.71]","[-16.228,57.507]"
802,2022-05-30 13:50:00,"[30197.852,30548.37]","[7.434,425.438]","[30178.863,30514.339]","[30461.356,30788.251]","[30354.27,30657.279]","[30169.989,30503.47]","[30443.276,30763.788]","[30335.211,30637.05]","[30290.951,30641.109]","[30176.231,30508.803]","[30085.636,30412.101]","[15.068,21.104]","[58.338,67.183]","[41.751,49.836]","[90.084,103.928]","[199.802,332.979]","[-198.566,33.965]","[59.984,435.663]","[30181.86,30519.375]","[30139.244,30463.197]","[30360.471,30664.149]","[61.246,70.335]","[46.259,54.042]","[47.199,53.43]","[80.0,90.0]","[40.474,49.132]","[-30.0,-20.0]","[2410.107,3282.71]","[-16.228,57.507]"
803,2022-05-30 13:55:00,"[30197.852,30548.37]","[7.434,425.438]","[30178.863,30514.339]","[30461.356,30788.251]","[30354.27,30657.279]","[30169.989,30503.47]","[30443.276,30763.788]","[30335.211,30637.05]","[30290.951,30641.109]","[30176.231,30508.803]","[30085.636,30412.101]","[15.068,21.104]","[67.183,76.028]","[49.836,57.921]","[103.928,117.773]","[66.625,199.802]","[-198.566,33.965]","[59.984,435.663]","[30181.86,30519.375]","[30139.244,30463.197]","[30360.471,30664.149]","[61.246,70.335]","[46.259,54.042]","[47.199,53.43]","[90.0,100.0]","[49.132,57.79]","[-20.0,-10.0]","[2410.107,3282.71]","[57.507,131.241]"
804,2022-05-30 14:00:00,"[30197.852,30548.37]","[7.434,425.438]","[30178.863,30514.339]","[30461.356,30788.251]","[30354.27,30657.279]","[30169.989,30503.47]","[30443.276,30763.788]","[30335.211,30637.05]","[30290.951,30641.109]","[30176.231,30508.803]","[30085.636,30412.101]","[15.068,21.104]","[76.028,84.872]","[57.921,66.007]",,"[66.625,199.802]","[-198.566,33.965]","[59.984,435.663]","[30181.86,30519.375]","[30139.244,30463.197]","[30360.471,30664.149]","[61.246,70.335]","[54.042,61.825]","[47.199,53.43]","[90.0,100.0]","[57.79,66.448]","[-20.0,-10.0]","[2410.107,3282.71]","[57.507,131.241]"
805,2022-05-30 14:05:00,"[30548.37,30898.888]","[425.438,843.443]","[30178.863,30514.339]","[30461.356,30788.251]","[30354.27,30657.279]","[30503.47,30836.951]","[30443.276,30763.788]","[30335.211,30637.05]","[30641.109,30991.267]","[30176.231,30508.803]","[30085.636,30412.101]","[15.068,21.104]","[84.872,93.717]","[66.007,74.092]","[103.928,117.773]","[199.802,332.979]","[-198.566,33.965]","[59.984,435.663]","[30519.375,30856.891]","[30463.197,30787.151]","[30360.471,30664.149]","[79.424,88.513]","[61.825,69.607]","[53.43,59.661]","[90.0,100.0]","[66.448,75.105]","[-10.0,0.0]","[3282.71,4155.312]","[131.241,204.976]"
806,2022-05-30 14:10:00,"[30548.37,30898.888]","[425.438,843.443]","[30514.339,30849.814]","[30461.356,30788.251]","[30354.27,30657.279]","[30503.47,30836.951]","[30443.276,30763.788]","[30335.211,30637.05]","[30641.109,30991.267]","[30176.231,30508.803]","[30085.636,30412.101]","[15.068,21.104]","[76.028,84.872]","[66.007,74.092]","[90.084,103.928]","[66.625,199.802]","[-198.566,33.965]","[59.984,435.663]","[30519.375,30856.891]","[30463.197,30787.151]","[30360.471,30664.149]","[61.246,70.335]","[54.042,61.825]","[47.199,53.43]","[60.0,70.0]","[75.105,83.763]","[-40.0,-30.0]","[2410.107,3282.71]","[131.241,204.976]"
807,2022-05-30 14:15:00,"[30548.37,30898.888]","[7.434,425.438]","[30514.339,30849.814]","[30461.356,30788.251]","[30354.27,30657.279]","[30503.47,30836.951]","[30443.276,30763.788]","[30335.211,30637.05]","[30641.109,30991.267]","[30508.803,30841.376]","[30085.636,30412.101]","[15.068,21.104]","[76.028,84.872]","[74.092,82.177]","[90.084,103.928]","[199.802,332.979]","[-198.566,33.965]","[59.984,435.663]","[30519.375,30856.891]","[30463.197,30787.151]","[30360.471,30664.149]","[70.335,79.424]","[61.825,69.607]","[53.43,59.661]","[80.0,90.0]","[75.105,83.763]","[-20.0,-10.0]","[2410.107,3282.71]","[131.241,204.976]"
808,2022-05-30 14:20:00,"[30548.37,30898.888]","[7.434,425.438]","[30514.339,30849.814]","[30461.356,30788.251]","[30354.27,30657.279]","[30503.47,30836.951]","[30443.276,30763.788]","[30335.211,30637.05]","[30641.109,30991.267]","[30508.803,30841.376]","[30085.636,30412.101]","[15.068,21.104]","[76.028,84.872]","[74.092,82.177]","[76.239,90.084]","[199.802,332.979]","[-431.097,-198.566]","[59.984,435.663]","[30519.375,30856.891]","[30463.197,30787.151]","[30360.471,30664.149]","[61.246,70.335]","[61.825,69.607]","[53.43,59.661]","[80.0,90.0]","[83.763,92.421]","[-20.0,-10.0]","[2410.107,3282.71]","[57.507,131.241]"
809,2022-05-30 14:25:00,"[30548.37,30898.888]","[7.434,425.438]","[30514.339,30849.814]","[30461.356,30788.251]","[30354.27,30657.279]","[30503.47,30836.951]","[30443.276,30763.788]","[30335.211,30637.05]","[30641.109,30991.267]","[30508.803,30841.376]","[30085.636,30412.101]","[15.068,21.104]","[76.028,84.872]","[74.092,82.177]","[76.239,90.084]","[66.625,199.802]","[-198.566,33.965]","[59.984,435.663]","[30519.375,30856.891]","[30463.197,30787.151]","[30360.471,30664.149]","[61.246,70.335]","[54.042,61.825]","[53.43,59.661]","[70.0,80.0]","[83.763,92.421]","[-20.0,-10.0]","[2410.107,3282.71]","[57.507,131.241]"
810,2022-05-30 14:30:00,"[30548.37,30898.888]","[7.434,425.438]","[30514.339,30849.814]","[30461.356,30788.251]","[30354.27,30657.279]","[30503.47,30836.951]","[30443.276,30763.788]","[30335.211,30637.05]","[30641.109,30991.267]","[30508.803,30841.376]","[30085.636,30412.101]","[15.068,21.104]","[67.183,76.028]","[74.092,82.177]","[62.394,76.239]","[66.625,199.802]","[33.965,266.496]","[-315.695,59.984]","[30519.375,30856.891]","[30463.197,30787.151]","[30360.471,30664.149]","[52.157,61.246]","[54.042,61.825]","[47.199,53.43]","[60.0,70.0]","[75.105,83.763]","[-40.0,-30.0]","[2410.107,3282.71]","[57.507,131.241]"
811,2022-05-30 14:35:00,"[30197.852,30548.37]","[7.434,425.438]","[30514.339,30849.814]","[30461.356,30788.251]","[30354.27,30657.279]","[30503.47,30836.951]","[30443.276,30763.788]","[30335.211,30637.05]","[30641.109,30991.267]","[30508.803,30841.376]","[30412.101,30738.566]","[15.068,21.104]","[49.494,58.338]","[66.007,74.092]","[20.86,34.704]","[-66.552,66.625]","[33.965,266.496]","[-315.695,59.984]","[30519.375,30856.891]","[30463.197,30787.151]","[30360.471,30664.149]","[43.068,52.157]","[46.259,54.042]","[47.199,53.43]","[30.0,40.0]","[66.448,75.105]","[-50.0,-40.0]","[2410.107,3282.71]","[-16.228,57.507]"
812,2022-05-30 14:40:00,"[30197.852,30548.37]","[7.434,425.438]","[30514.339,30849.814]","[30461.356,30788.251]","[30354.27,30657.279]","[30503.47,30836.951]","[30443.276,30763.788]","[30335.211,30637.05]","[30641.109,30991.267]","[30508.803,30841.376]","[30412.101,30738.566]","[15.068,21.104]","[31.804,40.649]","[57.921,66.007]","[-6.83,7.015]","[-332.906,-199.729]","[-198.566,33.965]","[-315.695,59.984]","[30519.375,30856.891]","[30463.197,30787.151]","[30360.471,30664.149]","[24.89,33.979]","[38.476,46.259]","[40.968,47.199]","[0.0,10.0]","[57.79,66.448]","[-70.0,-60.0]","[2410.107,3282.71]","[-89.962,-16.228]"
813,2022-05-30 14:45:00,"[30197.852,30548.37]","[7.434,425.438]","[30514.339,30849.814]","[30461.356,30788.251]","[30354.27,30657.279]","[30503.47,30836.951]","[30443.276,30763.788]","[30335.211,30637.05]","[30641.109,30991.267]","[30508.803,30841.376]","[30412.101,30738.566]","[15.068,21.104]","[22.96,31.804]","[49.836,57.921]","[-20.675,-6.83]","[-199.729,-66.552]","[33.965,266.496]","[-315.695,59.984]","[30519.375,30856.891]","[30463.197,30787.151]","[30360.471,30664.149]","[33.979,43.068]","[38.476,46.259]","[40.968,47.199]","[10.0,20.0]","[49.132,57.79]","[-80.0,-70.0]","[2410.107,3282.71]","[-89.962,-16.228]"
814,2022-05-30 14:50:00,"[30197.852,30548.37]","[7.434,425.438]","[30514.339,30849.814]","[30461.356,30788.251]","[30354.27,30657.279]","[30503.47,30836.951]","[30443.276,30763.788]","[30335.211,30637.05]","[30641.109,30991.267]","[30508.803,30841.376]","[30412.101,30738.566]","[15.068,21.104]","[22.96,31.804]","[41.751,49.836]","[-6.83,7.015]","[-199.729,-66.552]","[33.965,266.496]","[-315.695,59.984]","[30519.375,30856.891]","[30463.197,30787.151]","[30360.471,30664.149]","[33.979,43.068]","[46.259,54.042]","[47.199,53.43]","[10.0,20.0]","[40.474,49.132]","[-80.0,-70.0]","[2410.107,3282.71]","[-89.962,-16.228]"
815,2022-05-30 14:55:00,"[30197.852,30548.37]","[7.434,425.438]","[30514.339,30849.814]","[30461.356,30788.251]","[30354.27,30657.279]","[30503.47,30836.951]","[30443.276,30763.788]","[30335.211,30637.05]","[30641.109,30991.267]","[30508.803,30841.376]","[30085.636,30412.101]","[15.068,21.104]","[14.115,22.96]","[33.666,41.751]","[-6.83,7.015]","[-332.906,-199.729]","[-198.566,33.965]","[-315.695,59.984]","[30181.86,30519.375]","[30463.197,30787.151]","[30360.471,30664.149]","[33.979,43.068]","[38.476,46.259]","[40.968,47.199]","[0.0,10.0]","[31.817,40.474]","[-90.0,-80.0]","[2410.107,3282.71]","[-89.962,-16.228]"
816,2022-05-30 15:00:00,"[30197.852,30548.37]","[7.434,425.438]","[30178.863,30514.339]","[30461.356,30788.251]","[30354.27,30657.279]","[30503.47,30836.951]","[30443.276,30763.788]","[30335.211,30637.05]","[30641.109,30991.267]","[30508.803,30841.376]","[30085.636,30412.101]","[15.068,21.104]","[14.115,22.96]","[25.58,33.666]","[-6.83,7.015]","[-199.729,-66.552]","[-198.566,33.965]","[-315.695,59.984]","[30181.86,30519.375]","[30463.197,30787.151]","[30360.471,30664.149]","[33.979,43.068]","[46.259,54.042]","[47.199,53.43]","[10.0,20.0]","[23.159,31.817]","[-90.0,-80.0]","[2410.107,3282.71]","[-89.962,-16.228]"
817,2022-05-30 15:05:00,"[30197.852,30548.37]","[7.434,425.438]","[30178.863,30514.339]","[30461.356,30788.251]","[30354.27,30657.279]","[30503.47,30836.951]","[30443.276,30763.788]","[30335.211,30637.05]","[30641.109,30991.267]","[30508.803,30841.376]","[30085.636,30412.101]","[15.068,21.104]","[22.96,31.804]","[25.58,33.666]","[7.015,20.86]","[-199.729,-66.552]","[-198.566,33.965]","[-315.695,59.984]","[30181.86,30519.375]","[30463.197,30787.151]","[30360.471,30664.149]","[52.157,61.246]","[46.259,54.042]","[47.199,53.43]","[30.0,40.0]","[14.501,23.159]","[-70.0,-60.0]","[2410.107,3282.71]","[-89.962,-16.228]"
818,2022-05-30 15:10:00,"[30548.37,30898.888]","[7.434,425.438]","[30178.863,30514.339]","[30461.356,30788.251]","[30354.27,30657.279]","[30503.47,30836.951]","[30443.276,30763.788]","[30335.211,30637.05]","[30641.109,30991.267]","[30508.803,30841.376]","[30085.636,30412.101]","[15.068,21.104]","[31.804,40.649]","[25.58,33.666]","[34.704,48.549]","[-66.552,66.625]","[33.965,266.496]","[-315.695,59.984]","[30181.86,30519.375]","[30463.197,30787.151]","[30360.471,30664.149]","[52.157,61.246]","[54.042,61.825]","[47.199,53.43]","[50.0,60.0]","[14.501,23.159]","[-60.0,-50.0]","[2410.107,3282.71]","[-16.228,57.507]"
819,2022-05-30 15:15:00,"[30197.852,30548.37]","[7.434,425.438]","[30178.863,30514.339]","[30461.356,30788.251]","[30354.27,30657.279]","[30503.47,30836.951]","[30443.276,30763.788]","[30335.211,30637.05]","[30290.951,30641.109]","[30508.803,30841.376]","[30412.101,30738.566]","[15.068,21.104]","[31.804,40.649]","[25.58,33.666]","[34.704,48.549]","[-66.552,66.625]","[33.965,266.496]","[-315.695,59.984]","[30519.375,30856.891]","[30463.197,30787.151]","[30360.471,30664.149]","[43.068,52.157]","[46.259,54.042]","[47.199,53.43]","[20.0,30.0]","[23.159,31.817]","[-80.0,-70.0]","[2410.107,3282.71]","[-89.962,-16.228]"
820,2022-05-30 15:20:00,"[30548.37,30898.888]","[7.434,425.438]","[30514.339,30849.814]","[30461.356,30788.251]","[30354.27,30657.279]","[30503.47,30836.951]","[30443.276,30763.788]","[30335.211,30637.05]","[30290.951,30641.109]","[30508.803,30841.376]","[30412.101,30738.566]","[9.032,15.068]","[49.494,58.338]","[33.666,41.751]","[76.239,90.084]","[66.625,199.802]","[266.496,499.027]","[-315.695,59.984]","[30519.375,30856.891]","[30463.197,30787.151]","[30360.471,30664.149]","[52.157,61.246]","[46.259,54.042]","[47.199,53.43]","[70.0,80.0]","[31.817,40.474]","[-60.0,-50.0]","[2410.107,3282.71]","[-16.228,57.507]"
821,2022-05-30 15:25:00,"[30548.37,30898.888]","[7.434,425.438]","[30514.339,30849.814]","[30461.356,30788.251]","[30354.27,30657.279]","[30503.47,30836.951]","[30443.276,30763.788]","[30335.211,30637.05]","[30290.951,30641.109]","[30508.803,30841.376]","[30412.101,30738.566]","[9.032,15.068]","[67.183,76.028]","[41.751,49.836]","[90.084,103.928]","[66.625,199.802]","[33.965,266.496]","[-315.695,59.984]","[30519.375,30856.891]","[30463.197,30787.151]","[30360.471,30664.149]","[52.157,61.246]","[54.042,61.825]","[47.199,53.43]","[90.0,100.0]","[40.474,49.132]","[-50.0,-40.0]","[2410.107,3282.71]","[-16.228,57.507]"
822,2022-05-30 15:30:00,"[30548.37,30898.888]","[7.434,425.438]","[30514.339,30849.814]","[30461.356,30788.251]","[30354.27,30657.279]","[30503.47,30836.951]","[30443.276,30763.788]","[30335.211,30637.05]","[30290.951,30641.109]","[30508.803,30841.376]","[30412.101,30738.566]","[9.032,15.068]","[67.183,76.028]","[49.836,57.921]","[90.084,103.928]","[66.625,199.802]","[33.965,266.496]","[-315.695,59.984]","[30519.375,30856.891]","[30463.197,30787.151]","[30360.471,30664.149]","[52.157,61.246]","[46.259,54.042]","[47.199,53.43]","[60.0,70.0]","[49.132,57.79]","[-60.0,-50.0]","[2410.107,3282.71]","[-16.228,57.507]"
823,2022-05-30 15:35:00,"[30197.852,30548.37]","[7.434,425.438]","[30514.339,30849.814]","[30461.356,30788.251]","[30354.27,30657.279]","[30503.47,30836.951]","[30443.276,30763.788]","[30335.211,30637.05]","[30290.951,30641.109]","[30508.803,30841.376]","[30412.101,30738.566]","[9.032,15.068]","[58.338,67.183]","[57.921,66.007]","[62.394,76.239]","[-66.552,66.625]","[33.965,266.496]","[-315.695,59.984]","[30519.375,30856.891]","[30463.197,30787.151]","[30360.471,30664.149]","[43.068,52.157]","[46.259,54.042]","[47.199,53.43]","[50.0,60.0]","[57.79,66.448]","[-70.0,-60.0]","[2410.107,3282.71]","[-16.228,57.507]"
824,2022-05-30 15:40:00,"[30548.37,30898.888]","[7.434,425.438]","[30514.339,30849.814]","[30461.356,30788.251]","[30354.27,30657.279]","[30503.47,30836.951]","[30443.276,30763.788]","[30335.211,30637.05]","[30290.951,30641.109]","[30508.803,30841.376]","[30412.101,30738.566]","[9.032,15.068]","[67.183,76.028]","[57.921,66.007]","[90.084,103.928]","[66.625,199.802]","[33.965,266.496]","[-315.695,59.984]","[30519.375,30856.891]","[30463.197,30787.151]","[30360.471,30664.149]","[61.246,70.335]","[54.042,61.825]","[47.199,53.43]","[90.0,100.0]","[66.448,75.105]","[-10.0,0.0]","[2410.107,3282.71]","[57.507,131.241]"
825,2022-05-30 15:45:00,"[30548.37,30898.888]","[7.434,425.438]","[30514.339,30849.814]","[30461.356,30788.251]","[30354.27,30657.279]","[30503.47,30836.951]","[30443.276,30763.788]","[30335.211,30637.05]","[30290.951,30641.109]","[30508.803,30841.376]","[30412.101,30738.566]","[9.032,15.068]","[67.183,76.028]","[66.007,74.092]","[76.239,90.084]","[-66.552,66.625]","[33.965,266.496]","[-315.695,59.984]","[30519.375,30856.891]","[30463.197,30787.151]","[30360.471,30664.149]","[61.246,70.335]","[54.042,61.825]","[47.199,53.43]","[70.0,80.0]","[66.448,75.105]","[-30.0,-20.0]","[2410.107,3282.71]","[131.241,204.976]"
826,2022-05-30 15:50:00,"[30548.37,30898.888]","[7.434,425.438]","[30514.339,30849.814]","[30461.356,30788.251]","[30354.27,30657.279]","[30503.47,30836.951]","[30443.276,30763.788]","[30335.211,30637.05]","[30641.109,30991.267]","[30508.803,30841.376]","[30412.101,30738.566]","[9.032,15.068]","[67.183,76.028]","[66.007,74.092]","[76.239,90.084]","[66.625,199.802]","[33.965,266.496]","[-315.695,59.984]","[30519.375,30856.891]","[30463.197,30787.151]","[30360.471,30664.149]","[61.246,70.335]","[54.042,61.825]","[53.43,59.661]","[70.0,80.0]","[75.105,83.763]","[-30.0,-20.0]","[2410.107,3282.71]","[57.507,131.241]"
827,2022-05-30 15:55:00,"[30548.37,30898.888]","[7.434,425.438]","[30514.339,30849.814]","[30461.356,30788.251]","[30354.27,30657.279]","[30503.47,30836.951]","[30443.276,30763.788]","[30335.211,30637.05]","[30641.109,30991.267]","[30508.803,30841.376]","[30412.101,30738.566]","[9.032,15.068]","[67.183,76.028]","[66.007,74.092]","[76.239,90.084]","[-66.552,66.625]","[33.965,266.496]","[-315.695,59.984]","[30519.375,30856.891]","[30463.197,30787.151]","[30360.471,30664.149]","[61.246,70.335]","[54.042,61.825]","[53.43,59.661]","[70.0,80.0]","[75.105,83.763]","[-20.0,-10.0]","[2410.107,3282.71]","[131.241,204.976]"
828,2022-05-30 16:00:00,"[30548.37,30898.888]","[7.434,425.438]","[30514.339,30849.814]","[30461.356,30788.251]","[30354.27,30657.279]","[30503.47,30836.951]","[30443.276,30763.788]","[30335.211,30637.05]","[30641.109,30991.267]","[30508.803,30841.376]","[30412.101,30738.566]","[9.032,15.068]","[67.183,76.028]","[66.007,74.092]","[62.394,76.239]","[-66.552,66.625]","[33.965,266.496]","[-315.695,59.984]","[30519.375,30856.891]","[30463.197,30787.151]","[30360.471,30664.149]","[61.246,70.335]","[54.042,61.825]","[53.43,59.661]","[70.0,80.0]","[66.448,75.105]","[-30.0,-20.0]","[2410.107,3282.71]","[57.507,131.241]"
829,2022-05-30 16:05:00,"[30548.37,30898.888]","[7.434,425.438]","[30514.339,30849.814]","[30461.356,30788.251]","[30354.27,30657.279]","[30503.47,30836.951]","[30443.276,30763.788]","[30335.211,30637.05]","[30641.109,30991.267]","[30508.803,30841.376]","[30412.101,30738.566]","[9.032,15.068]","[67.183,76.028]","[66.007,74.092]","[76.239,90.084]","[66.625,199.802]","[33.965,266.496]","[-315.695,59.984]","[30519.375,30856.891]","[30463.197,30787.151]","[30360.471,30664.149]","[61.246,70.335]","[54.042,61.825]","[53.43,59.661]","[70.0,80.0]","[66.448,75.105]","[-20.0,-10.0]","[2410.107,3282.71]","[57.507,131.241]"
830,2022-05-30 16:10:00,"[30548.37,30898.888]","[7.434,425.438]","[30514.339,30849.814]","[30461.356,30788.251]","[30354.27,30657.279]","[30503.47,30836.951]","[30443.276,30763.788]","[30335.211,30637.05]","[30641.109,30991.267]","[30508.803,30841.376]","[30412.101,30738.566]","[9.032,15.068]","[67.183,76.028]","[66.007,74.092]","[62.394,76.239]","[66.625,199.802]","[-198.566,33.965]","[-315.695,59.984]","[30519.375,30856.891]","[30463.197,30787.151]","[30360.471,30664.149]","[52.157,61.246]","[54.042,61.825]","[47.199,53.43]","[50.0,60.0]","[75.105,83.763]","[-40.0,-30.0]","[2410.107,3282.71]","[-16.228,57.507]"
831,2022-05-30 16:15:00,"[30548.37,30898.888]","[7.434,425.438]","[30514.339,30849.814]","[30461.356,30788.251]","[30354.27,30657.279]","[30503.47,30836.951]","[30443.276,30763.788]","[30335.211,30637.05]","[30641.109,30991.267]","[30508.803,30841.376]","[30412.101,30738.566]","[9.032,15.068]","[58.338,67.183]","[66.007,74.092]","[48.549,62.394]","[-66.552,66.625]","[-198.566,33.965]","[-315.695,59.984]","[30519.375,30856.891]","[30463.197,30787.151]","[30360.471,30664.149]","[43.068,52.157]","[46.259,54.042]","[47.199,53.43]","[50.0,60.0]","[66.448,75.105]","[-50.0,-40.0]","[2410.107,3282.71]","[-16.228,57.507]"
